	A1Huang	A2Du	A2Huang	A2Li	D10Udall	D5Paterson	D5Udall	D5Wang	F1Grover	G2Cai	Goano	Gosto
OG0045108							D5.v1.pred_00040091-RA					
OG0045109							D5.v1.pred_00040183-RA					
OG0045110							D5.v1.pred_00040195-RA					
OG0045111							D5.v1.pred_00040201-RA					
OG0045112							D5.v1.pred_00040213-RA					
OG0045113							D5.v1.pred_00040284-RA					
OG0045114							D5.v1.pred_00040289-RA					
OG0045115							D5.v1.pred_00040307-RA					
OG0045116							D5.v1.pred_00040300-RA					
OG0045117							D5.v1.pred_00040298-RA					
OG0045118							D5.v1.pred_00040311-RA					
OG0045119							D5.v1.pred_00040312-RA					
OG0045120							D5.v1.pred_00040209-RA					
OG0045121							D5.v1.pred_00040165-RA					
OG0045122							D5.v1.pred_00040269-RA					
OG0045123							D5.v1.pred_00040175-RA					
OG0045124							D5.v1.pred_00040198-RA					
OG0045125							D5.v1.pred_00040172-RA					
OG0045126							D5.v1.pred_00040206-RA					
OG0045127							D5.v1.pred_00040273-RA					
OG0045128							D5.v1.pred_00040320-RA					
OG0045129							D5.v1.pred_00040327-RA					
OG0045130							D5.v1.pred_00040329-RA					
OG0045131							D5.v1.pred_00040348-RA					
OG0045132							D5.v1.pred_00040367-RA					
OG0045133							D5.v1.pred_00040399-RA					
OG0045134							D5.v1.pred_00040411-RA					
OG0045135							D5.v1.pred_00040410-RA					
OG0045136							D5.v1.pred_00040448-RA					
OG0045137							D5.v1.pred_00040487-RA					
OG0045138							D5.v1.pred_00040491-RA					
OG0045139							D5.v1.pred_00040523-RA					
OG0045140							D5.v1.pred_00040532-RA					
OG0045141							D5.v1.pred_00040557-RA					
OG0045142							D5.v1.pred_00040631-RA					
OG0045143							D5.v1.pred_00040481-RA					
OG0045144							D5.v1.pred_00040533-RA					
OG0045145							D5.v1.pred_00040574-RA					
OG0045146							D5.v1.pred_00040572-RA					
OG0045147							D5.v1.pred_00040436-RA					
OG0045148							D5.v1.pred_00040486-RA					
OG0045149							D5.v1.pred_00040497-RA					
OG0045150							D5.v1.pred_00040632-RA					
OG0045151							D5.v1.pred_00040654-RA					
OG0045152							D5.v1.pred_00040693-RA					
OG0045153							D5.v1.pred_00040698-RA					
OG0045154							D5.v1.pred_00040743-RA					
OG0045155							D5.v1.pred_00024632-RA					
OG0045156							D5.v1.pred_00024636-RA					
OG0045157							D5.v1.pred_00024658-RA					
OG0045158							D5.v1.pred_00024625-RA					
OG0045159							D5.v1.pred_00024623-RA					
OG0045160							D5.v1.pred_00024900-RA					
OG0045161							D5.v1.pred_00024848-RA					
OG0045162							D5.v1.pred_00024845-RA					
OG0045163							D5.v1.pred_00024843-RA					
OG0045164							D5.v1.pred_00024822-RA					
OG0045165							D5.v1.pred_00024842-RA					
OG0045166							D5.v1.pred_00024766-RA					
OG0045167							D5.v1.pred_00024764-RA					
OG0045168							D5.v1.pred_00024992-RA					
OG0045169							D5.v1.pred_00025004-RA					
OG0045170							D5.v1.pred_00025023-RA					
OG0045171							D5.v1.pred_00025040-RA					
OG0045172							D5.v1.pred_00025050-RA					
OG0045173							D5.v1.pred_00025091-RA					
OG0045174							D5.v1.pred_00025109-RA					
OG0045175							D5.v1.pred_00025115-RA					
OG0045176							D5.v1.pred_00025112-RA					
OG0045177							D5.v1.pred_00025138-RA					
OG0045178							D5.v1.pred_00025155-RA					
OG0045179							D5.v1.pred_00025095-RA					
OG0045180							D5.v1.pred_00024810-RA					
OG0045181							D5.v1.pred_00024788-RA					
OG0045182							D5.v1.pred_00025121-RA					
OG0045183							D5.v1.pred_00024740-RA					
OG0045184							D5.v1.pred_00025144-RA					
OG0045185							D5.v1.pred_00024735-RA					
OG0045186							D5.v1.pred_00025006-RA					
OG0045187							D5.v1.pred_00025034-RA					
OG0045188							D5.v1.pred_00024840-RA					
OG0045189							D5.v1.pred_00025035-RA					
OG0045190							D5.v1.pred_00025073-RA					
OG0045191							D5.v1.pred_00024813-RA					
OG0045192							D5.v1.pred_00025022-RA					
OG0045193							D5.v1.pred_00025149-RA					
OG0045194							D5.v1.pred_00024836-RA					
OG0045195							D5.v1.pred_00024809-RB					
OG0045196							D5.v1.pred_00024809-RA					
OG0045197							D5.v1.pred_00024809-RC					
OG0045198							D5.v1.pred_00024841-RA					
OG0045199							D5.v1.pred_00024837-RA					
OG0045200							D5.v1.pred_00024839-RA					
OG0045201							D5.v1.pred_00025170-RA					
OG0045202							D5.v1.pred_00025160-RA					
OG0045203							D5.v1.pred_00025163-RA					
OG0045204							D5.v1.pred_00025179-RA					
OG0045205							D5.v1.pred_00025180-RA					
OG0045206							D5.v1.pred_00025206-RB					
OG0045207							D5.v1.pred_00025275-RA					
OG0045208							D5.v1.pred_00025288-RA					
OG0045209							D5.v1.pred_00025235-RA					
OG0045210							D5.v1.pred_00025236-RA					
OG0045211							D5.v1.pred_00025273-RA					
OG0045212							D5.v1.pred_00025244-RA					
OG0045213							D5.v1.pred_00025308-RA					
OG0045214							D5.v1.pred_00025320-RA					
OG0045215							D5.v1.pred_00025335-RA					
OG0045216							D5.v1.pred_00025336-RA					
OG0045217							D5.v1.pred_00025352-RA					
OG0045218							D5.v1.pred_00025356-RA					
OG0045219							D5.v1.pred_00025362-RA					
OG0045220							D5.v1.pred_00025366-RA					
OG0045221							D5.v1.pred_00025371-RA					
OG0045222							D5.v1.pred_00025372-RA					
OG0045223							D5.v1.pred_00025383-RA					
OG0045224							D5.v1.pred_00025392-RA					
OG0045225							D5.v1.pred_00025400-RA					
OG0045226							D5.v1.pred_00025405-RA					
OG0045227							D5.v1.pred_00025414-RA					
OG0045228							D5.v1.pred_00025415-RA					
OG0045229							D5.v1.pred_00025437-RA					
OG0045230							D5.v1.pred_00025435-RA					
OG0045231							D5.v1.pred_00025429-RA					
OG0045232							D5.v1.pred_00025442-RA					
OG0045233							D5.v1.pred_00025444-RA					
OG0045234							D5.v1.pred_00025467-RA					
OG0045235							D5.v1.pred_00025484-RA					
OG0045236							D5.v1.pred_00025489-RA					
OG0045237							D5.v1.pred_00025492-RA					
OG0045238							D5.v1.pred_00025493-RA					
OG0045239							D5.v1.pred_00025501-RA					
OG0045240							D5.v1.pred_00025504-RA					
OG0045241							D5.v1.pred_00025542-RA					
OG0045242							D5.v1.pred_00025544-RA					
OG0045243							D5.v1.pred_00025545-RA					
OG0045244							D5.v1.pred_00025572-RA					
OG0045245							D5.v1.pred_00025582-RA					
OG0045246							D5.v1.pred_00025645-RA					
OG0045247							D5.v1.pred_00025592-RA					
OG0045248							D5.v1.pred_00025644-RA					
OG0045249							D5.v1.pred_00025590-RA					
OG0045250							D5.v1.pred_00025711-RA					
OG0045251							D5.v1.pred_00025720-RA					
OG0045252							D5.v1.pred_00025710-RA					
OG0045253							D5.v1.pred_00025792-RA					
OG0045254							D5.v1.pred_00025782-RA					
OG0045255							D5.v1.pred_00025793-RA					
OG0045256							D5.v1.pred_00025771-RA					
OG0045257							D5.v1.pred_00025765-RA					
OG0045258							D5.v1.pred_00025798-RA					
OG0045259							D5.v1.pred_00025732-RA					
OG0045260							D5.v1.pred_00025766-RA					
OG0045261							D5.v1.pred_00025783-RA					
OG0045262							D5.v1.pred_00025761-RA					
OG0045263							D5.v1.pred_00025762-RA					
OG0045264							D5.v1.pred_00025780-RA					
OG0045265							D5.v1.pred_00025815-RA					
OG0045266							D5.v1.pred_00025811-RA					
OG0045267							D5.v1.pred_00025823-RA					
OG0045268							D5.v1.pred_00025855-RA					
OG0045269							D5.v1.pred_00025867-RA					
OG0045270							D5.v1.pred_00025833-RA					
OG0045271							D5.v1.pred_00025880-RA					
OG0045272							D5.v1.pred_00025879-RA					
OG0045273							D5.v1.pred_00025886-RA					
OG0045274							D5.v1.pred_00025887-RA					
OG0045275							D5.v1.pred_00025902-RA					
OG0045276							D5.v1.pred_00025914-RA					
OG0045277							D5.v1.pred_00025950-RA					
OG0045278							D5.v1.pred_00025956-RA					
OG0045279							D5.v1.pred_00025957-RA					
OG0045280							D5.v1.pred_00025962-RA					
OG0045281							D5.v1.pred_00025964-RA					
OG0045282							D5.v1.pred_00025987-RA					
OG0045283							D5.v1.pred_00025993-RA					
OG0045284							D5.v1.pred_00025994-RA					
OG0045285							D5.v1.pred_00025997-RA					
OG0045286							D5.v1.pred_00026047-RA					
OG0045287							D5.v1.pred_00026087-RA					
OG0045288							D5.v1.pred_00026094-RA					
OG0045289							D5.v1.pred_00026095-RA					
OG0045290							D5.v1.pred_00026098-RA					
OG0045291							D5.v1.pred_00026101-RA					
OG0045292							D5.v1.pred_00026152-RA					
OG0045293							D5.v1.pred_00026172-RA					
OG0045294							D5.v1.pred_00026170-RA					
OG0045295							D5.v1.pred_00026171-RA					
OG0045296							D5.v1.pred_00026179-RA					
OG0045297							D5.v1.pred_00026187-RA					
OG0045298							D5.v1.pred_00026196-RA					
OG0045299							D5.v1.pred_00026197-RA					
OG0045300							D5.v1.pred_00026216-RA					
OG0045301							D5.v1.pred_00026220-RA					
OG0045302							D5.v1.pred_00026224-RA					
OG0045303							D5.v1.pred_00026227-RA					
OG0045304							D5.v1.pred_00026236-RA					
OG0045305							D5.v1.pred_00026237-RA					
OG0045306							D5.v1.pred_00026253-RA					
OG0045307							D5.v1.pred_00026268-RA					
OG0045308							D5.v1.pred_00026278-RA					
OG0045309							D5.v1.pred_00026277-RA					
OG0045310							D5.v1.pred_00026282-RA					
OG0045311							D5.v1.pred_00026298-RA					
OG0045312							D5.v1.pred_00026266-RA					
OG0045313							D5.v1.pred_00026275-RA					
OG0045314							D5.v1.pred_00026313-RA					
OG0045315							D5.v1.pred_00026318-RA					
OG0045316							D5.v1.pred_00026320-RA					
OG0045317							D5.v1.pred_00026324-RA					
OG0045318							D5.v1.pred_00026325-RA					
OG0045319							D5.v1.pred_00026329-RA					
OG0045320							D5.v1.pred_00026345-RA					
OG0045321							D5.v1.pred_00026344-RA					
OG0045322							D5.v1.pred_00026351-RA					
OG0045323							D5.v1.pred_00026353-RA					
OG0045324							D5.v1.pred_00026393-RA					
OG0045325							D5.v1.pred_00026394-RA					
OG0045326							D5.v1.pred_00026398-RA					
OG0045327							D5.v1.pred_00026397-RA					
OG0045328							D5.v1.pred_00026412-RA					
OG0045329							D5.v1.pred_00026420-RA					
OG0045330							D5.v1.pred_00026432-RA					
OG0045331							D5.v1.pred_00026430-RA					
OG0045332							D5.v1.pred_00026435-RA					
OG0045333							D5.v1.pred_00026433-RA					
OG0045334							D5.v1.pred_00026446-RA					
OG0045335							D5.v1.pred_00026455-RA					
OG0045336							D5.v1.pred_00026456-RA					
OG0045337							D5.v1.pred_00026459-RA					
OG0045338							D5.v1.pred_00026489-RA					
OG0045339							D5.v1.pred_00026492-RA					
OG0045340							D5.v1.pred_00026510-RA					
OG0045341							D5.v1.pred_00026515-RA					
OG0045342							D5.v1.pred_00026564-RA					
OG0045343							D5.v1.pred_00026576-RA					
OG0045344							D5.v1.pred_00026579-RA					
OG0045345							D5.v1.pred_00026538-RA					
OG0045346							D5.v1.pred_00026591-RA					
OG0045347							D5.v1.pred_00026596-RA					
OG0045348							D5.v1.pred_00026609-RA					
OG0045349							D5.v1.pred_00026652-RA					
OG0045350							D5.v1.pred_00026658-RA					
OG0045351							D5.v1.pred_00026665-RA					
OG0045352							D5.v1.pred_00026675-RA					
OG0045353							D5.v1.pred_00026690-RA					
OG0045354							D5.v1.pred_00026703-RA					
OG0045355							D5.v1.pred_00026702-RA					
OG0045356							D5.v1.pred_00026700-RA					
OG0045357							D5.v1.pred_00026709-RA					
OG0045358							D5.v1.pred_00026718-RA					
OG0045359							D5.v1.pred_00026754-RA					
OG0045360							D5.v1.pred_00026759-RA					
OG0045361							D5.v1.pred_00026769-RA					
OG0045362							D5.v1.pred_00026772-RA					
OG0045363							D5.v1.pred_00026790-RA					
OG0045364							D5.v1.pred_00026793-RA					
OG0045365							D5.v1.pred_00026814-RA					
OG0045366							D5.v1.pred_00026822-RA					
OG0045367							D5.v1.pred_00026818-RA					
OG0045368							D5.v1.pred_00026827-RA					
OG0045369							D5.v1.pred_00026841-RA					
OG0045370							D5.v1.pred_00026843-RA					
OG0045371							D5.v1.pred_00026846-RA					
OG0045372							D5.v1.pred_00026852-RA					
OG0045373							D5.v1.pred_00026873-RA					
OG0045374							D5.v1.pred_00026869-RA					
OG0045375							D5.v1.pred_00026886-RA					
OG0045376							D5.v1.pred_00026883-RA					
OG0045377							D5.v1.pred_00026903-RA					
OG0045378							D5.v1.pred_00026902-RA					
OG0045379							D5.v1.pred_00026914-RA					
OG0045380							D5.v1.pred_00026919-RA					
OG0045381							D5.v1.pred_00026960-RA					
OG0045382							D5.v1.pred_00026995-RA					
OG0045383							D5.v1.pred_00026996-RA					
OG0045384							D5.v1.pred_00027008-RA					
OG0045385							D5.v1.pred_00027013-RA					
OG0045386							D5.v1.pred_00027019-RA					
OG0045387							D5.v1.pred_00027030-RA					
OG0045388							D5.v1.pred_00027049-RA					
OG0045389							D5.v1.pred_00027048-RA					
OG0045390							D5.v1.pred_00027055-RA					
OG0045391							D5.v1.pred_00027076-RA					
OG0045392							D5.v1.pred_00027087-RA					
OG0045393							D5.v1.pred_00027084-RA					
OG0045394							D5.v1.pred_00027086-RA					
OG0045395							D5.v1.pred_00027111-RA					
OG0045396							D5.v1.pred_00027124-RA					
OG0045397							D5.v1.pred_00027129-RA					
OG0045398							D5.v1.pred_00027126-RA					
OG0045399							D5.v1.pred_00027138-RA					
OG0045400							D5.v1.pred_00027135-RA					
OG0045401							D5.v1.pred_00027151-RA					
OG0045402							D5.v1.pred_00027191-RA					
OG0045403							D5.v1.pred_00027218-RA					
OG0045404							D5.v1.pred_00027229-RA					
OG0045405							D5.v1.pred_00027302-RA					
OG0045406							D5.v1.pred_00027392-RA					
OG0045407							D5.v1.pred_00027284-RA					
OG0045408							D5.v1.pred_00027463-RA					
OG0045409							D5.v1.pred_00027369-RA					
OG0045410							D5.v1.pred_00027310-RA					
OG0045411							D5.v1.pred_00027374-RA					
OG0045412							D5.v1.pred_00027475-RA					
OG0045413							D5.v1.pred_00027450-RA					
OG0045414							D5.v1.pred_00027368-RA					
OG0045415							D5.v1.pred_00027508-RA					
OG0045416							D5.v1.pred_00027451-RA					
OG0045417							D5.v1.pred_00027441-RA					
OG0045418							D5.v1.pred_00027485-RA					
OG0045419							D5.v1.pred_00027486-RA					
OG0045420							D5.v1.pred_00027363-RA					
OG0045421							D5.v1.pred_00027349-RA					
OG0045422							D5.v1.pred_00027553-RA					
OG0045423							D5.v1.pred_00027562-RA					
OG0045424							D5.v1.pred_00027507-RA					
OG0045425							D5.v1.pred_00027453-RA					
OG0045426							D5.v1.pred_00027601-RA					
OG0045427							D5.v1.pred_00027620-RA					
OG0045428							D5.v1.pred_00027621-RA					
OG0045429							D5.v1.pred_00027631-RA					
OG0045430							D5.v1.pred_00027657-RA					
OG0045431							D5.v1.pred_00027661-RA					
OG0045432							D5.v1.pred_00027639-RA					
OG0045433							D5.v1.pred_00027664-RA					
OG0045434							D5.v1.pred_00036229-RA					
OG0045435							D5.v1.pred_00036235-RA					
OG0045436							D5.v1.pred_00036249-RA					
OG0045437							D5.v1.pred_00036324-RA					
OG0045438							D5.v1.pred_00036337-RA					
OG0045439							D5.v1.pred_00036346-RA					
OG0045440							D5.v1.pred_00036365-RA					
OG0045441							D5.v1.pred_00036398-RA					
OG0045442							D5.v1.pred_00036417-RA					
OG0045443							D5.v1.pred_00036421-RA					
OG0045444							D5.v1.pred_00036428-RA					
OG0045445							D5.v1.pred_00036429-RA					
OG0045446							D5.v1.pred_00036526-RA					
OG0045447							D5.v1.pred_00036474-RA					
OG0045448							D5.v1.pred_00036454-RA					
OG0045449							D5.v1.pred_00036571-RA					
OG0045450							D5.v1.pred_00036573-RA					
OG0045451							D5.v1.pred_00036610-RA					
OG0045452							D5.v1.pred_00036574-RA					
OG0045453							D5.v1.pred_00036458-RA					
OG0045454							D5.v1.pred_00036572-RA					
OG0045455							D5.v1.pred_00036569-RA					
OG0045456							D5.v1.pred_00036455-RA					
OG0045457							D5.v1.pred_00036590-RA					
OG0045458							D5.v1.pred_00036570-RA					
OG0045459							D5.v1.pred_00036475-RA					
OG0045460							D5.v1.pred_00036502-RA					
OG0045461							D5.v1.pred_00036679-RA					
OG0045462							D5.v1.pred_00036721-RA					
OG0045463							D5.v1.pred_00036661-RA					
OG0045464							D5.v1.pred_00036538-RA					
OG0045465							D5.v1.pred_00036551-RA					
OG0045466							D5.v1.pred_00036423-RA					
OG0045467							D5.v1.pred_00036303-RA					
OG0045468							D5.v1.pred_00036660-RA					
OG0045469							D5.v1.pred_00036638-RA					
OG0045470							D5.v1.pred_00036743-RA					
OG0045471							D5.v1.pred_00036472-RA					
OG0045472							D5.v1.pred_00036441-RA					
OG0045473							D5.v1.pred_00036409-RA					
OG0045474							D5.v1.pred_00036385-RA					
OG0045475							D5.v1.pred_00036477-RA					
OG0045476							D5.v1.pred_00036406-RA					
OG0045477							D5.v1.pred_00036549-RA					
OG0045478							D5.v1.pred_00036744-RA					
OG0045479							D5.v1.pred_00036231-RA					
OG0045480							D5.v1.pred_00036227-RA					
OG0045481							D5.v1.pred_00036731-RA					
OG0045482							D5.v1.pred_00036663-RA					
OG0045483							D5.v1.pred_00036637-RA					
OG0045484							D5.v1.pred_00036207-RA					
OG0045485							D5.v1.pred_00036298-RA					
OG0045486							D5.v1.pred_00036481-RA					
OG0045487							D5.v1.pred_00036709-RA					
OG0045488							D5.v1.pred_00036757-RA					
OG0045489							D5.v1.pred_00036750-RA					
OG0045490							D5.v1.pred_00036751-RA					
OG0045491							D5.v1.pred_00036767-RA					
OG0045492							D5.v1.pred_00036778-RA					
OG0045493							D5.v1.pred_00036780-RA					
OG0045494							D5.v1.pred_00036791-RA					
OG0045495							D5.v1.pred_00036800-RA					
OG0045496							D5.v1.pred_00036822-RA					
OG0045497							D5.v1.pred_00036839-RA					
OG0045498							D5.v1.pred_00036836-RA					
OG0045499							D5.v1.pred_00036844-RA					
OG0045500							D5.v1.pred_00036856-RA					
OG0045501							D5.v1.pred_00036855-RA					
OG0045502							D5.v1.pred_00036859-RA					
OG0045503							D5.v1.pred_00036881-RA					
OG0045504							D5.v1.pred_00036888-RA					
OG0045505							D5.v1.pred_00036890-RA					
OG0045506							D5.v1.pred_00036894-RA					
OG0045507							D5.v1.pred_00036901-RA					
OG0045508							D5.v1.pred_00036907-RA					
OG0045509							D5.v1.pred_00036916-RA					
OG0045510							D5.v1.pred_00036930-RA					
OG0045511							D5.v1.pred_00036938-RA					
OG0045512							D5.v1.pred_00036937-RA					
OG0045513							D5.v1.pred_00036960-RA					
OG0045514							D5.v1.pred_00036933-RA					
OG0045515							D5.v1.pred_00036909-RA					
OG0045516							D5.v1.pred_00036947-RA					
OG0045517							D5.v1.pred_00036980-RA					
OG0045518							D5.v1.pred_00037015-RA					
OG0045519							D5.v1.pred_00036943-RA					
OG0045520							D5.v1.pred_00036946-RA					
OG0045521							D5.v1.pred_00037026-RA					
OG0045522							D5.v1.pred_00037040-RA					
OG0045523							D5.v1.pred_00037048-RA					
OG0045524							D5.v1.pred_00037052-RA					
OG0045525							D5.v1.pred_00037051-RA					
OG0045526							D5.v1.pred_00037064-RA					
OG0045527							D5.v1.pred_00037063-RA					
OG0045528							D5.v1.pred_00037074-RA					
OG0045529							D5.v1.pred_00037069-RA					
OG0045530							D5.v1.pred_00037070-RA					
OG0045531							D5.v1.pred_00037087-RA					
OG0045532							D5.v1.pred_00037088-RA					
OG0045533							D5.v1.pred_00037118-RA					
OG0045534							D5.v1.pred_00037114-RA					
OG0045535							D5.v1.pred_00037150-RA					
OG0045536							D5.v1.pred_00037130-RA					
OG0045537							D5.v1.pred_00037138-RA					
OG0045538							D5.v1.pred_00037139-RA					
OG0045539							D5.v1.pred_00037158-RA					
OG0045540							D5.v1.pred_00037164-RA					
OG0045541							D5.v1.pred_00037171-RA					
OG0045542							D5.v1.pred_00037175-RA					
OG0045543							D5.v1.pred_00037183-RA					
OG0045544							D5.v1.pred_00037236-RA					
OG0045545							D5.v1.pred_00037249-RA					
OG0045546							D5.v1.pred_00037253-RA					
OG0045547							D5.v1.pred_00037252-RA					
OG0045548							D5.v1.pred_00037258-RA					
OG0045549							D5.v1.pred_00037265-RA					
OG0045550							D5.v1.pred_00037269-RA					
OG0045551							D5.v1.pred_00037280-RA					
OG0045552							D5.v1.pred_00037283-RA					
OG0045553							D5.v1.pred_00037320-RA					
OG0045554							D5.v1.pred_00037325-RA					
OG0045555							D5.v1.pred_00037349-RA					
OG0045556							D5.v1.pred_00037352-RA					
OG0045557							D5.v1.pred_00037376-RA					
OG0045558							D5.v1.pred_00037383-RA					
OG0045559							D5.v1.pred_00037403-RA					
OG0045560							D5.v1.pred_00037412-RA					
OG0045561							D5.v1.pred_00037422-RA					
OG0045562							D5.v1.pred_00037441-RB					
OG0045563							D5.v1.pred_00037443-RA					
OG0045564							D5.v1.pred_00037453-RA					
OG0045565							D5.v1.pred_00037493-RA					
OG0045566							D5.v1.pred_00037498-RA					
OG0045567							D5.v1.pred_00037499-RA					
OG0045568							D5.v1.pred_00037506-RA					
OG0045569							D5.v1.pred_00037504-RA					
OG0045570							D5.v1.pred_00037512-RA					
OG0045571							D5.v1.pred_00037542-RA					
OG0045572							D5.v1.pred_00037544-RA					
OG0045573							D5.v1.pred_00037547-RA					
OG0045574							D5.v1.pred_00037558-RA					
OG0045575							D5.v1.pred_00037568-RA					
OG0045576							D5.v1.pred_00037570-RA					
OG0045577							D5.v1.pred_00037585-RA					
OG0045578							D5.v1.pred_00037597-RA					
OG0045579							D5.v1.pred_00037603-RA					
OG0045580							D5.v1.pred_00037614-RA					
OG0045581							D5.v1.pred_00037633-RA					
OG0045582							D5.v1.pred_00037644-RA					
OG0045583							D5.v1.pred_00037642-RA					
OG0045584							D5.v1.pred_00037650-RA					
OG0045585							D5.v1.pred_00037672-RA					
OG0045586							D5.v1.pred_00037677-RA					
OG0045587							D5.v1.pred_00037692-RA					
OG0045588							D5.v1.pred_00037721-RA					
OG0045589							D5.v1.pred_00037721-RB					
OG0045590							D5.v1.pred_00037723-RA					
OG0045591							D5.v1.pred_00037726-RA					
OG0045592							D5.v1.pred_00037729-RA					
OG0045593							D5.v1.pred_00037730-RA					
OG0045594							D5.v1.pred_00037746-RA					
OG0045595							D5.v1.pred_00037743-RA					
OG0045596							D5.v1.pred_00037752-RA					
OG0045597							D5.v1.pred_00037761-RA					
OG0045598							D5.v1.pred_00037782-RA					
OG0045599							D5.v1.pred_00037783-RA					
OG0045600							D5.v1.pred_00037790-RA					
OG0045601							D5.v1.pred_00037793-RA					
OG0045602							D5.v1.pred_00037792-RA					
OG0045603							D5.v1.pred_00037804-RA					
OG0045604							D5.v1.pred_00037813-RA					
OG0045605							D5.v1.pred_00037821-RA					
OG0045606							D5.v1.pred_00037892-RA					
OG0045607							D5.v1.pred_00037896-RA					
OG0045608							D5.v1.pred_00037882-RA					
OG0045609							D5.v1.pred_00037858-RA					
OG0045610							D5.v1.pred_00037877-RA					
OG0045611							D5.v1.pred_00037900-RA					
OG0045612							D5.v1.pred_00037945-RA					
OG0045613							D5.v1.pred_00037958-RA					
OG0045614							D5.v1.pred_00037959-RA					
OG0045615							D5.v1.pred_00037966-RA					
OG0045616							D5.v1.pred_00037977-RA					
OG0045617							D5.v1.pred_00037976-RA					
OG0045618							D5.v1.pred_00037982-RA					
OG0045619							D5.v1.pred_00037983-RA					
OG0045620							D5.v1.pred_00037984-RA					
OG0045621							D5.v1.pred_00038003-RA					
OG0045622							D5.v1.pred_00038011-RA					
OG0045623							D5.v1.pred_00038021-RA					
OG0045624							D5.v1.pred_00038022-RA					
OG0045625							D5.v1.pred_00038033-RA					
OG0045626							D5.v1.pred_00038039-RA					
OG0045627							D5.v1.pred_00038031-RA					
OG0045628							D5.v1.pred_00038049-RA					
OG0045629							D5.v1.pred_00038055-RA					
OG0045630							D5.v1.pred_00038073-RA					
OG0045631							D5.v1.pred_00038075-RA					
OG0045632							D5.v1.pred_00038087-RA					
OG0045633							D5.v1.pred_00038096-RA					
OG0045634							D5.v1.pred_00038111-RA					
OG0045635							D5.v1.pred_00038118-RA					
OG0045636							D5.v1.pred_00038131-RA					
OG0045637							D5.v1.pred_00038145-RA					
OG0045638							D5.v1.pred_00038350-RA					
OG0045639							D5.v1.pred_00038159-RB					
OG0045640							D5.v1.pred_00038379-RA					
OG0045641							D5.v1.pred_00038252-RA					
OG0045642							D5.v1.pred_00038211-RA					
OG0045643							D5.v1.pred_00038325-RA					
OG0045644							D5.v1.pred_00038411-RA					
OG0045645							D5.v1.pred_00038408-RA					
OG0045646							D5.v1.pred_00038443-RA					
OG0045647							D5.v1.pred_00038467-RA					
OG0045648							D5.v1.pred_00038478-RA					
OG0045649							D5.v1.pred_00038479-RA					
OG0045650							D5.v1.pred_00038431-RA					
OG0045651							D5.v1.pred_00038203-RA					
OG0045652							D5.v1.pred_00038427-RA					
OG0045653							D5.v1.pred_00038179-RA					
OG0045654							D5.v1.pred_00038338-RA					
OG0045655							D5.v1.pred_00038219-RA					
OG0045656							D5.v1.pred_00038167-RA					
OG0045657							D5.v1.pred_00038346-RA					
OG0045658							D5.v1.pred_00038384-RA					
OG0045659							D5.v1.pred_00038396-RA					
OG0045660							D5.v1.pred_00038512-RA					
OG0045661							D5.v1.pred_00038525-RA					
OG0045662							D5.v1.pred_00038254-RA					
OG0045663							D5.v1.pred_00038261-RA					
OG0045664							D5.v1.pred_00038217-RA					
OG0045665							D5.v1.pred_00038245-RA					
OG0045666							D5.v1.pred_00038190-RA					
OG0045667							D5.v1.pred_00038255-RA					
OG0045668							D5.v1.pred_00038237-RA					
OG0045669							D5.v1.pred_00038544-RA					
OG0045670							D5.v1.pred_00038187-RA					
OG0045671							D5.v1.pred_00038556-RA					
OG0045672							D5.v1.pred_00038168-RA					
OG0045673							D5.v1.pred_00038308-RA					
OG0045674							D5.v1.pred_00038482-RA					
OG0045675							D5.v1.pred_00038569-RA					
OG0045676							D5.v1.pred_00038595-RA					
OG0045677							D5.v1.pred_00038600-RA					
OG0045678							D5.v1.pred_00000008-RA					
OG0045679							D5.v1.pred_00000043-RA					
OG0045680							D5.v1.pred_00000044-RA					
OG0045681							D5.v1.pred_00000074-RA					
OG0045682							D5.v1.pred_00000102-RA					
OG0045683							D5.v1.pred_00000177-RA					
OG0045684							D5.v1.pred_00000208-RA					
OG0045685							D5.v1.pred_00000209-RA					
OG0045686							D5.v1.pred_00000240-RA					
OG0045687							D5.v1.pred_00000252-RA					
OG0045688							D5.v1.pred_00000359-RA					
OG0045689							D5.v1.pred_00000397-RA					
OG0045690							D5.v1.pred_00000057-RA					
OG0045691							D5.v1.pred_00000266-RA					
OG0045692							D5.v1.pred_00000398-RA					
OG0045693							D5.v1.pred_00000290-RA					
OG0045694							D5.v1.pred_00000176-RA					
OG0045695							D5.v1.pred_00000088-RA					
OG0045696							D5.v1.pred_00000205-RA					
OG0045697							D5.v1.pred_00000134-RA					
OG0045698							D5.v1.pred_00000483-RA					
OG0045699							D5.v1.pred_00000403-RA					
OG0045700							D5.v1.pred_00000344-RA					
OG0045701							D5.v1.pred_00000493-RA					
OG0045702							D5.v1.pred_00000401-RA					
OG0045703							D5.v1.pred_00000494-RA					
OG0045704							D5.v1.pred_00000305-RA					
OG0045705							D5.v1.pred_00000291-RA					
OG0045706							D5.v1.pred_00000582-RA					
OG0045707							D5.v1.pred_00000484-RA					
OG0045708							D5.v1.pred_00000317-RA					
OG0045709							D5.v1.pred_00000559-RA					
OG0045710							D5.v1.pred_00000570-RA					
OG0045711							D5.v1.pred_00000624-RA					
OG0045712							D5.v1.pred_00000640-RA					
